Ticker,Date,Open,High,Low,Close,Adj Close,Volume
SNAP,6/24/2022,14.11,14.72,13.98,14.7,14.7,37302200
SNAP,6/27/2022,15.11,15.28,14.38,14.56,14.56,29269400
SNAP,6/28/2022,14.36,14.79,13.7,13.73,13.73,24383600
SNAP,6/29/2022,13.76,13.98,13.355,13.96,13.96,25595800
SNAP,6/30/2022,13.73,13.78,12.83,13.13,13.13,32767200
SNAP,7/1/2022,13.18,13.46,12.8,13.17,13.17,23318900
SNAP,7/5/2022,12.97,14.4,12.657,14.38,14.38,28813100
SNAP,7/6/2022,14.35,14.61,14.06,14.28,14.28,23266300
SNAP,7/7/2022,14.4,15.115,14.28,15.1,15.1,25460900
SNAP,7/8/2022,14.75,15.3,14.61,14.96,14.96,21290700
SNAP,7/11/2022,14.59,14.84,14,14.06,14.06,21485300
SNAP,7/12/2022,14.24,14.59,13.76,14.04,14.04,24850900
SNAP,7/13/2022,13.74,14.245,13.42,13.83,13.83,24333700
SNAP,7/14/2022,13.79,13.87,13.15,13.17,13.17,24256700
SNAP,7/15/2022,13.5,14.09,13.45,13.65,13.65,38346800
SNAP,7/18/2022,13.87,14.545,13.8,13.92,13.92,44254900
SNAP,7/19/2022,13.97,14.22,13.46,14.15,14.15,34902400
SNAP,7/20/2022,14.52,15.64,14.41,15.51,15.51,47768400
SNAP,7/21/2022,15.54,16.545,15.47,16.35,16.35,116754700
SNAP,7/22/2022,11.1,11.11,9.91,9.96,9.96,330993900
SNAP,7/25/2022,9.73,10.13,9.66,9.95,9.95,137819200
SNAP,7/26/2022,9.78,9.93,9.63,9.63,9.63,94591200
SNAP,7/27/2022,9.71,9.84,9.38,9.55,9.55,120729300
SNAP,7/28/2022,9.55,9.92,9.34,9.67,9.67,97531200
SNAP,7/29/2022,9.67,9.93,9.47,9.88,9.88,74531400
SNAP,8/1/2022,9.81,9.82,9.5,9.54,9.54,50125600
SNAP,8/2/2022,9.55,10.13,9.51,9.87,9.87,66355600
SNAP,8/3/2022,9.92,10.49,9.92,10.32,10.32,61691400
SNAP,8/4/2022,10.33,10.56,10.1,10.25,10.25,48278000
SNAP,8/5/2022,10.08,10.35,9.98,10.18,10.18,37576000
SNAP,8/8/2022,10.25,10.8,10.17,10.41,10.41,49276000
SNAP,8/9/2022,10.24,10.295,10.02,10.16,10.16,33603600
SNAP,8/10/2022,10.46,10.87,10.4,10.57,10.57,50989800
SNAP,8/11/2022,10.84,11.8,10.82,11.11,11.11,67196000
SNAP,8/12/2022,11.31,11.64,11.13,11.62,11.62,40840900
SNAP,8/15/2022,11.61,12.388,11.56,12.24,12.24,63880300
SNAP,8/16/2022,12.4,12.73,12,12.61,12.61,67364900
SNAP,8/17/2022,12.25,12.32,11.64,12.09,12.09,69571300
SNAP,8/18/2022,12.02,12.78,11.83,12.56,12.56,62750400
SNAP,8/19/2022,12.2,12.255,11.51,11.56,11.56,46401000
SNAP,8/22/2022,11.04,11.35,10.89,11.01,11.01,41173200
SNAP,8/23/2022,11.025,11.16,10.54,10.6,10.6,34913700
SNAP,8/24/2022,10.68,11.02,10.63,10.86,10.86,27794600
SNAP,8/25/2022,11.03,11.24,10.8,11.21,11.21,31252700
SNAP,8/26/2022,11.23,11.34,10.56,10.67,10.67,35219500
SNAP,8/29/2022,10.485,10.825,10.27,10.27,10.27,29417500
SNAP,8/30/2022,10.43,10.59,9.85,10.01,10.01,59438200
SNAP,8/31/2022,11.25,11.6,10.2,10.88,10.88,199520700
SNAP,9/1/2022,10.94,11.67,10.78,11.64,11.64,80012400
SNAP,9/2/2022,11.75,11.78,11.18,11.22,11.22,45734900
SNAP,9/6/2022,11.27,11.28,10.67,10.77,10.77,38114800
SNAP,9/7/2022,10.82,11.66,10.7,11.46,11.46,59443000
